nct_id,downcase_mesh_term,mesh_type
NCT02374567,psychophysiologic disorders,mesh-list
NCT02374567,schizophrenia,mesh-list
NCT02374567,anxiety disorders,mesh-list
NCT02374567,somatoform disorders,mesh-list
NCT02374567,pathologic processes,mesh-ancestor
NCT02374567,schizophrenia spectrum and other psychotic disorders,mesh-ancestor
NCT02374567,mental disorders,mesh-ancestor
NCT02374567,neurologic manifestations,mesh-ancestor
NCT01402414,dermatitis,mesh-list
NCT01397149,"leukemia, lymphoid",mesh-list
NCT01397149,"leukemia, lymphocytic, chronic, b-cell",mesh-list
NCT01397149,thrombocytopenia,mesh-list
NCT01397149,neoplasms by histologic type,mesh-ancestor
NCT01397149,neoplasms,mesh-ancestor
NCT01397149,lymphoproliferative disorders,mesh-ancestor
NCT01397149,lymphatic diseases,mesh-ancestor
NCT01397149,immunoproliferative disorders,mesh-ancestor
NCT01397149,immune system diseases,mesh-ancestor
NCT01397149,"leukemia, b-cell",mesh-ancestor
NCT01397149,blood platelet disorders,mesh-ancestor
NCT01397149,hematologic diseases,mesh-ancestor
NCT01402414,"dermatitis, atopic",mesh-list
NCT01402414,eczema,mesh-list
NCT01402414,skin diseases,mesh-ancestor
NCT01407679,"lupus erythematosus, systemic",mesh-list
NCT01407679,"lupus erythematosus, cutaneous",mesh-list
NCT01407679,connective tissue diseases,mesh-ancestor
NCT01407679,autoimmune diseases,mesh-ancestor
NCT01407679,immune system diseases,mesh-ancestor
NCT01407679,skin diseases,mesh-ancestor
NCT01410903,"scleroderma, systemic",mesh-list
NCT01410903,"scleroderma, diffuse",mesh-list
NCT01410903,connective tissue diseases,mesh-ancestor
NCT01410903,skin diseases,mesh-ancestor
NCT01413243,multiple sclerosis,mesh-list
NCT01413243,sclerosis,mesh-list
NCT01413243,pathologic processes,mesh-ancestor
NCT01413243,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT01413243,autoimmune diseases of the nervous system,mesh-ancestor
NCT01413243,nervous system diseases,mesh-ancestor
NCT01413243,demyelinating diseases,mesh-ancestor
NCT01413243,autoimmune diseases,mesh-ancestor
NCT01413243,immune system diseases,mesh-ancestor
NCT01419002,adenocarcinoma,mesh-list
NCT01419002,carcinoma,mesh-ancestor
NCT01419002,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01419002,neoplasms by histologic type,mesh-ancestor
NCT01419002,neoplasms,mesh-ancestor
NCT01434914,foot ulcer,mesh-list
NCT01434914,foot diseases,mesh-ancestor
NCT01434914,skin diseases,mesh-ancestor
NCT01434914,leg ulcer,mesh-ancestor
NCT01434914,skin ulcer,mesh-ancestor
NCT00986440,gastrointestinal neoplasms,mesh-ancestor
NCT00986440,digestive system neoplasms,mesh-ancestor
NCT00986440,neoplasms by site,mesh-ancestor
NCT00986440,neoplasms,mesh-ancestor
NCT00986440,digestive system diseases,mesh-ancestor
NCT00986440,gastrointestinal diseases,mesh-ancestor
NCT00986440,colonic diseases,mesh-ancestor
NCT00986440,intestinal diseases,mesh-ancestor
NCT00986440,rectal diseases,mesh-ancestor
NCT01439958,bronchiolitis,mesh-list
NCT01439958,bronchiolitis obliterans,mesh-list
NCT01439958,bronchitis,mesh-ancestor
NCT01439958,respiratory tract infections,mesh-ancestor
NCT01439958,infections,mesh-ancestor
NCT01439958,bronchial diseases,mesh-ancestor
NCT01439958,respiratory tract diseases,mesh-ancestor
NCT01439958,"lung diseases, obstructive",mesh-ancestor
NCT01439958,lung diseases,mesh-ancestor
NCT01440062,multiple sclerosis,mesh-list
NCT01440062,sclerosis,mesh-list
NCT01440062,pathologic processes,mesh-ancestor
NCT01440062,"demyelinating autoimmune diseases, cns",mesh-ancestor
NCT01440062,autoimmune diseases of the nervous system,mesh-ancestor
NCT01440062,nervous system diseases,mesh-ancestor
NCT01440062,demyelinating diseases,mesh-ancestor
NCT01440062,autoimmune diseases,mesh-ancestor
NCT01440062,immune system diseases,mesh-ancestor
NCT01447758,"dermatitis, atopic",mesh-list
NCT01447758,eczema,mesh-list
NCT01447758,skin diseases,mesh-ancestor
NCT01447758,"skin diseases, genetic",mesh-ancestor
NCT01447758,"genetic diseases, inborn",mesh-ancestor
NCT01447758,"skin diseases, eczematous",mesh-ancestor
NCT01447758,"hypersensitivity, immediate",mesh-ancestor
NCT01447758,immune system diseases,mesh-ancestor
NCT01462721,coronary artery disease,mesh-list
NCT01462721,myocardial ischemia,mesh-list
NCT01462721,coronary disease,mesh-list
NCT01462721,heart diseases,mesh-list
NCT01462721,vascular diseases,mesh-list
NCT01462721,arteriosclerosis,mesh-list
NCT01462721,arterial occlusive diseases,mesh-list
NCT01462721,ischemia,mesh-list
NCT01462721,pathologic processes,mesh-ancestor
NCT01476553,adenocarcinoma,mesh-list
NCT01476553,stomach neoplasms,mesh-list
NCT01476553,carcinoma,mesh-ancestor
NCT01476553,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01476553,neoplasms by histologic type,mesh-ancestor
NCT01476553,neoplasms,mesh-ancestor
NCT01476553,gastrointestinal neoplasms,mesh-ancestor
NCT01476553,digestive system neoplasms,mesh-ancestor
NCT01476553,neoplasms by site,mesh-ancestor
NCT01476553,digestive system diseases,mesh-ancestor
NCT01476553,gastrointestinal diseases,mesh-ancestor
NCT01476553,stomach diseases,mesh-ancestor
NCT01520740,pulmonary emphysema,mesh-list
NCT01520740,emphysema,mesh-list
NCT01520740,pathologic processes,mesh-ancestor
NCT01520740,"pulmonary disease, chronic obstructive",mesh-ancestor
NCT01520740,"lung diseases, obstructive",mesh-ancestor
NCT01520740,lung diseases,mesh-ancestor
NCT01520740,respiratory tract diseases,mesh-ancestor
NCT01522612,colorectal neoplasms,mesh-list
NCT01522612,intestinal neoplasms,mesh-ancestor
NCT01522612,gastrointestinal neoplasms,mesh-ancestor
NCT01522612,digestive system neoplasms,mesh-ancestor
NCT01522612,neoplasms by site,mesh-ancestor
NCT01522612,neoplasms,mesh-ancestor
NCT01522612,digestive system diseases,mesh-ancestor
NCT01522612,gastrointestinal diseases,mesh-ancestor
NCT01522612,colonic diseases,mesh-ancestor
NCT01522612,intestinal diseases,mesh-ancestor
NCT01522612,rectal diseases,mesh-ancestor
NCT01534455,breast diseases,mesh-ancestor
NCT01534455,skin diseases,mesh-ancestor
NCT01540344,intestinal neoplasms,mesh-ancestor
NCT01540344,gastrointestinal neoplasms,mesh-ancestor
NCT01540344,digestive system neoplasms,mesh-ancestor
NCT01540344,neoplasms by site,mesh-ancestor
NCT01540344,neoplasms,mesh-ancestor
NCT01540344,digestive system diseases,mesh-ancestor
NCT01540344,gastrointestinal diseases,mesh-ancestor
NCT01540344,colonic diseases,mesh-ancestor
NCT01540344,intestinal diseases,mesh-ancestor
NCT01540344,rectal diseases,mesh-ancestor
NCT01540344,"neoplasms, glandular and epithelial",mesh-ancestor
NCT01540344,neoplasms by histologic type,mesh-ancestor
NCT01540344,abdominal neoplasms,mesh-ancestor
NCT01551407,urinary bladder neoplasms,mesh-list
NCT01551407,urologic neoplasms,mesh-ancestor
NCT01551407,urogenital neoplasms,mesh-ancestor
NCT01551407,neoplasms by site,mesh-ancestor
NCT01551407,neoplasms,mesh-ancestor
NCT01551407,urinary bladder diseases,mesh-ancestor
NCT01551407,urologic diseases,mesh-ancestor
